"review",label
"This knee pillow is very comfortable. I like it much better than trying to use a regular pillow. The regular pillow doesn't stay in place and is not as comfortable. This has helped me with back pain. The pillow fabric covering is very soft. The elastic band keeps the pillow in place. I will recommend this to my friends.",0
"When I ordered the Solar Path Lights for outdoor use I had no idea how beautiful they would be. They arrived in record time, no damage to the exterior or interior boxes. The lights already had been charged with solar energy. All I had to do was assemble them, which was extremely easy. First, I twisted the back of the light, the back came off, I switched the switch to on, reconnected the back to the light, put 2 rods together, connected the light to the rod (holder), and placed the solar-powered lights into the ground. As soon as evening set in, the solar-powered lights came on! The lights fade from one color to another, going from dim to a very pretty crystal-like brighter shine, adding a sweet glow to the garden. My pictures do not show the actual beauty or reflection of these sweet Solar Path Outdoor Lights! A must have!",0
"This product is brilliant. The way it writes is so smooth that I can honestly say I cannot live without it. It also keeps children occupied for hours at a time without wasting ink or crayons. I tend to need to write everything down and got tired of seeing post-its everywhere. There is an easy delete button so when it gets full or you want to change the thing you just wrote, it's as easy as hitting that button and the screen goes blank. It comes with a convenient carry soft case for protection while traveling or storing and it's the perfect size for the kid. This tablet had a choice of many colors! It also came with a pen and sleeve to carry it in. The pen attaches to the bottom on the tablet so it will not be misplaced. We also received a magnet to place on the back of the tablet, just in case I wanted to hang it on the fridge or something metallic. I love that the entire screen's worth of writing can be erased instantly with the single press of a button. For usage scenarios like my grocery list, it eliminates the hassle of throwing out the previous list and starting over or having to erase things on a whiteboard. It's a very handy feature and a definite time saver. The device operates on batteries in order to use the delete button, it's made from good quality eco-friendly material and looks very posh when someone asks for some paper to write something on temporarily, the writing pen works very well with the pad. The parcel arrived the next day (via Prime) and the packaging was incredibly secure - no chance of damage in transit. Great value for money, especially for a supplier. I highly recommend both the product and the company.",1
"This mirror came securely packaged in the plastic air-filled wrapping to give it maximum protection during transit. The mirror arrived as expected. First of all, I would like to say that this mirror is purchased for my wife, for whom I'm writing this review. This mirror is perfect. I have been wanting one of these for so long and I'm glad to now have one. It has folding doors, one on each side. You will see on the left side you are able to magnify X2 and 3x for things like plucking eyebrows or specific eyeshadow designs. Also comes with a small 10x magnifying mirror which can stick anywhere using suction pods. On the front is the on/off switch and then once you open the two doors you will see a simple touch button to turn the light on. My room doesn't get a ton of light so this mirror has been such a useful tool. You can see as displayed in the pictures you can turn the mirror upward as you need to. Sometimes I stand to do some things makeup wise so this is really a cool option to me. You will receive a USB style cable which you can use to plug in your Android phone charger. That's what I do but it also has an option for batteries. I think that is a pro because it makes the mirror so much more portable if you don't want to bring any extra cables or if the power happens to go out. The light is very ambient but bright enough to see exactly what you're doing. You get so much more clarity than trying to do this in the bathroom mirror. I highly recommend this mirror. It's fairly lightweight, portable, you have several different options for magnification. Awesome mirror in my book! Overall, I highly recommend everyone get this mirror if you want to stop looking for the right lighting just so you can do your makeup. The LED lights provide the perfect lighting everywhere and the magnified mirrors really come in handy. Such good quality at an amazing price. The mirror is about the size of my iPad Air 2 before you open the little doors so it's just the right size.",1
"This is an amazing diffuser and I have really enjoyed using it. I have several others but this one is larger and can run longer. The wood grain finish is especially pretty and matches well in the bedroom where I use it. It's nice at night to wake up and have subtle light in the room. Just plug it in, add water and a few drops of your favorite essential oil and your home will smell great. Add more oil for a dinner scent or less for something more subtle. Very easy to use and clean. Just press the button on the front side to set the timer and walk away. The diffuser emits a fine steam that smells amazing. I also like the ability to change the light to different colors or have it change on its own. Exactly as described by the manufacturer. A user-friendly device that is very simple to set up, clean, refill, and operate. One button turns on/off the light, which changes colors and adds ambiance to any room. The vapor function works on a timed cycle that is operated by the push of one button. The aroma begins immediately and provides a very pleasant scent to our large living room-kitchen-dining-office area. It also holds a lot of water and therefore doesn't have to be refilled after one use on the max number of hours. Can't find any fault with this unit. I would definitely recommend this. I hope you have found my review helpful. I would be grateful if you could tick the YES box to say that this review was helpful, many thanks for taking the time to read this.",0
"The cable seems very well constructed. The connectors are nice and solid and provide a good fit. The line itself is a very nice quality braiding. I purchased a Samsung 4K TV a while ago but had much older HDMI cables I was using and wow what a difference the new HDMI cables have made with the picture. These cables are reasonably priced and have great quality workmanship. They are made really good with braided cords to help protect the wires on the inside. The tips are gold and help to have a better quality picture of your HD TV. I would recommend these.",0
"This is a heavy-duty case but it isn't a heavy case. I have a daughter who has reached the age that she's all arms and elbows and awkward clumsy moments. This means that the iPad has been dropped and bumped and jarred around. In fact, one iPad has been dropped and fixed so many times it finally just had to be replaced. So we thought we'd try this case instead. This case was easy to install on the iPad. Additionally, once it is on, it stays on. This means the iPad isn't slipping out of the case to fall on the floor, nor is it slipping around in the case. It fits well. The holes in the case align perfectly and we have had no problem using headphones or charging the iPad with the case on. One of the bonus parts of this case is the built-in screen protector. That was a plus for us since it meant only one item to protect it all. The screen did not have the rainbow view I've read about so that is nice. Great product. Would recommend it.",0
"The camera came in Amazon's standard cardboard packaging to avoid any damage during shipment, it comes in an attractive box and would make an ideal gift. This WiMiUS action camera came in almost all the necessary accessories you will ever need on an action camera. A backup battery comes with the package allowing more filming and more beautiful pictures. There are, in fact, more reasons that I decided to purchase this action camera. First of all, the image surely has high definition and video is able to offer 4K quality, which allows me to catch all the great moments when I am recording, the video has pretty good continuity. Secondly, the action camera can be controlled using wifi, which is an awesome function, and taking a selfie of a group of people at a distance becomes possible. No need to carry a selfie stick all the time. Also, I can mount the action camera somewhere and use the controller to take a video or photo of myself in motion. Most importantly, the price is attractive. Unlike some high-brand product, this action camera can be purchased at a pretty reasonable price, yet, without losing camera performance or image quality. If the budget is not allowed for some high-end product, this action camera is just the right one, even for real X-sports. The 4k video quality and 1080p picture quality, in my opinion, is amazing for such a price. This is just the perfect camera for sports as videos don’t get blurry when there is too much movement or shaking, the picture is clear and crisp. Wide-angle option up to 170 degrees, I like this feature because it's really useful when trying to capture a beautiful landscape. It has an awesome feature of hooking it up through wifi to your device that is very cool and convenient to share content fast and on the go. Lightweight and a pretty small size even comparing to similar analogs. The camera has an extensive menu of features that is extremely easy to navigate to get the exact picture or video that you need for what you are trying to achieve. The menu is very intuitive for all the major important options. If you don't have a need for all the other settings then they will not get in your way, because in terms of user-friendliness it is very easy to use. Comes with an abundance of accessories and the accessories are of good quality. It is a very versatile action camera. I think the waterproof casing is awesome. I highly recommend this camera. It is great to bring to places where you won't bring a regular camera or a phone. I am very happy with the purchase of this item. I hope you have found my review helpful. I would be grateful if you could tick the YES box to say that this review was helpful, many thanks for taking the time to read this.",1
"This was delivered securely in Amazon's standard packaging to avoid any damage and arrived on time as expected. To start off I have put the review into categories. How it Feels: Perfect fit for any size hand really. It has an ergonomic feel to it, and I never feel like my hand needs to do any extra stretching or compressing to cooperate with mouse usage. Very nice grip pad feel to it, builds your confidence to know it won't slip out of your hand, and just generally a nice feeling to have. How it Looks: It looks like any expensive gaming mouse. It has a streak of light down each side of the mouse towards the bottom where your palm would lay (mostly for looks, and doesn't affect usage of mouse whatsoever), it's even been extruded inwards to avoid having to feel the streaks while using the mouse. How Well Does it Function: This does not need to be a mouse for gaming. I think it'd be useful for daily users as well while adding some neat looks rather than a boring old mouse. Could also be a great conversation starter. Anyways, have not had any problems with it since I've got this. Works like any mouse would, it uses an optical mode. No lags, no disconnects, no stalling. Buttons have a nice feel and sound to it when you click them, all of them. Features: It has the usual left and right button, but it also has an anti-skid scroll wheel which is awesome. It has indents so you could have that nice feel to it when scrolling, and never accidentally scroll too far because you slip. Has two programmable side buttons as mentioned in the specs of the product. It's very useful even just to browse the internet, you can click the side buttons to either go forward a page or backward to the previous page. I've not thought much about it before buying, but have been using it almost religiously since. A plus: The wire is 1.7 meters in length. Overall: It is worth the money. Whether you're a gamer or a normal average computer user, this mouse would be perfect. Keep in mind, this is a perfect mouse for gaming if you're just the average gamer. Obviously, if you're full-on a game enthusiast to the max, you probably wouldn't even be looking at this mouse. Recommend this product.",0
"This is a very sturdy and convenient car mount, and definitely one of my favorites by far. It installs very easily, and the mount makes the phone firm and stable but easily positionable in any direction. The phone rotates 360 degrees and angles in almost any direction. The magnet feels strong, even though a case--too strong to come off the mount by accident but easy to unmount with a firm pull. This magnetic mount is much better than some of the vent car mounts I've tried because the phone can easily overheat when you are using heat in the car if it's right in front of the vent. It also doesn't require any fidgeting when you are mounting and unmounting the phone - you just stick it on the mount and go. I was a little hesitant to stick the adhesive metal circle onto the back of the phone, but it lies completely flat under the case so that I don't even know it's there. And for those few times when I have the case off, the design of the plate is nice and doesn't detract from the aesthetics of the phone. No more having my phone fall off when I'm driving because it's sitting on the dash - I can easily see and access the screen while I'm driving. Overall I am very satisfied with this purchase and would recommend. I hope you have found my review helpful. I would be grateful if you could tick the YES box to say that this review was helpful, many thanks for taking the time to read this.",1
"These lights are great, you can do so many different things with them! I really like the copper wire versus the white or green coated plastic wire you get with a typical string of lights. They seem so simple when you look at them right out of the package. But they add a fantastic look to any décor idea. The copper wire makes it very discreet and the LEDs are small so you really don't notice that they are around the branches of the trees until you light them up and they just look beautiful. The warm white color looks cozy because it is NOT that artificial super bright white. and yes, they are LED, so the energy consumption of the whole series is like one small bulb. With 5 modes ON /Flash/Timer / Timer Flash / OFF, the timer set can be 6 hours on and 18 hours off on each day which will last for more than half a month, these are powered by 6 AA batteries, rechargeable ones would be ideal, overall I am pleased with this purchase and would recommend. I hope you have found my review helpful. I would be grateful if you could tick the YES box to say that this review was helpful, many thanks for taking the time to read this.",0
"These bags are excellent quality; the zipper is high quality, and these are great for use and re-use, and for on the go.",0
"This review is written by my wife. This dress is absolutely beautiful. I couldn't have been happier when I first tried it on. The fit and style are exactly like the picture, which is a big relief. I also love the material. It is nice and thick and not cheap. This dress has easily become my favorite and my default for any summer day that I want to dress a bit nicer. The great thing about this dress is that you can wear it anywhere since it is so casual. I love that. I cannot say enough about this dress. For the price, this is by far a super deal and I expect the dress to last years.",0
"These are very pretty and I enjoy looking at them. They are perfect for the use I wanted them for. The flowers are nice and large. The colors are soft and pretty. There is enough foliage with them to fill out the bouquet. Nice. Very pleased.",0
"Exactly as described and does exactly what it is supposed to do.",0
"It works great and is a life saver if you use a flask a lot. I travel a good bit now and take a flask with me. Having this makes it 100% easier to fill the flask than bending a plastic cup. It's well made and will not retain odors or flavors after a simple water rinse.",0
"This Kit came securely packaged to avoid any damage. I'm really impressed with this, it's easy to figure out and to set it up for use. These are great lenses I ever had for my phone. They work great and are easy to assemble, adjust and focus. It was really fun and cool. Great quality and durable. Easy to carry around anywhere. It enhances the power and usability of my iPhone during a nature trip. Now, I can take sharper and brighter pictures of objects that are in the far distance. They come with a small carrying bag to keep them from getting lost. I never thought I'd be able to get this much zoom with my phone, this paired with the phone's built-in zoom gets spectacular pictures. I tested it in my house on a flower and it turned out very clear. I can literally think of 100 things I want to take pictures of with my phone that I couldn't simply because it was too far or too small, but now with this zoom, I don't have to compromise image quality to get a zoomed-in image! Overall opinion: Great photography accessory, really makes a difference to your camera. Makes a standard camera look professional, definitely worth the buy, the lens itself is great quality and comes in a well-protected box so no damages to your package, also fits on phone well and is light and secure. Great product.",1
"It's great! Holds all that I need in a light, functional way. Pleasantly surprised at how much it can hold and how easily I can access what I need. Also added security has RFID to protect your cards.",1
"It really works and works wonders. USES: * You can put anything on top of it for baking and nothing will stick. The first instinct is to bake cookies on them and you will be surprised how EVEN they will bake. * I then tried frozen fish with dry rub condiments and it came out perfect. The skins don't stick and everything just slides off the mat. No oil added whatsoever. * I frequently make croissants and notice that the bottom won't burn as fast as when done on a plain baking sheet. * I also use the mat to handle sticky items like sugar for candy-making and dough. You won't need any flour to spread on the counter as this does the job just fine. You will wonder how you were able to bake without it for the longest time. CLEANING: * The best part is the cleanup. You soak it in water and simply wipe off the food particles on the mat. * For a thorough cleaning, just use mild soap and a soft sponge. * Stick it from the freezer to the oven and back to the freezer and it is perfectly OK. Nothing will crack or burst from the changing temperature - unlike glass pans. * It is very flexible. Bend it, roll it, spread it out and use it for your rolling pin for the top and bottom. * That being said, enjoy the product and the wonder that it does. But use it with care. If used properly, it is worth every money spent.",1
"Smells great and really works to freshen a car! The smell lasted in my car for about a week but the main point was it got the bad smoke odor out of my A/C system.",1
"“This scale is very well made, accurate, and strong! It also looks pretty sleek on my kitchen counter.What I like about this scale is that I can wipe it down with a damp sponge, and the scale is able to handle the dampness.It can be powered by batteries or USB which comes with the scale. In all, I HIGHLY RECOMMEND THIS SCALE.",1
"This is a really nice set of measuring cups and spoons. My wife recently started seriously baking and wanted an upgrade from all the hodgepodge plastic measuring cups and spoons, and a silicone set, that she had been using. Very pleased with these. They are well made and sturdy and seem to be pretty accurate. She has not done any precise measurements but they are at least as reliable as the ones she replaced. i.e. No appreciable differences in volume measurements between the various sets.These are well made. I like things to be as indestructible as possible, with a long, useful life. These will last. These are nice quality, and with reasonable care, should last forever.The measurements are stamped into the spoons and cups. That was a requirement for her. She also really likes the little pouring lip on the cups.After shopping around pretty extensively and comparing prices and quality, these were a really good buy.Very happy with these.I would definitely recommend these",1
"These headphones come Nice packaged in a sturdy white box and are ideal as a gift.The box details the features of this product.Inside the box, you will find the headphones with a 3.5mm audio cable and instructions.The aesthetics of the headphones brilliant. The padding on the earphones and headband feels extremely comfortable, allowing for continuous usage.The headphones also fold down allowing for easier storage.In the brief test I did, it seemed to cope well with this feature.I tested this with my usual mix of songs I use for testing any headphones or speakers; Fools Gold by Stone Roses, Superstar by Lupe Fiasco and Killed by death by Motorhead.The sound quality is extremely impressive for the price of the headphones. The treble and mid-range of the headphones are extremely clear. The bass is strong and well defined. These headphones also have a superb noise canceling feature.They are extremely good value for money and I would recommend them.Thank you for taking the time to read my review",1
"Looks great, fits the car perfectly and the price was RIGHT!! My daughter loves how they look in her car. Really can't beat that!!",1
"This wallet arrived the next day using prime membership. Very pleased with this wallet, it is made of soft leather it is strong and has space for all the essentials e.g. cards, driving license, cash and more besides and fits into pockets without drawing attention to the owner have a space for coins. ( not bulky looking) great orange look colour At the same time you can see that the wallet is well made and will give a long life to the owner, I would recommend this wallet.”",1
"Good quality card, which is A4 in size when folded",1
"Good price, great quality, work as they should, highly recommended",1
"This thing is very easy to use. It is light, and the wheel turning acts like a gyroscope, steadying it. It cuts, grinds, sands and anything else you could think of without bogging down. It was also very cheap. It is high quality and I expect it to last a long time",1
"Perfect fit, no problems at all, stopped the leak instantly	",1
"This worked perfectly to mix powder and water (that doesn't mix with spoon. The lid seems very safe - non-spill.",1
"Fits perfectly on my iPhone 7 plus. its not too thick but just thick enough that the camera and screen are protected when the phone is placed on flat surfaces.",0
"I bought these to actually put over the drains in my tub to help prevent a lot of hair going down the drain as we are always having problems with the drains clogging. Our drain caps don?t come off so I couldn?t figure out how to get anything down there to try and clean them out. Luckily, this set came with these 2 orange snake like plastic pieces. Turns out that they worked amazingly. I was able to get them down into the drain and clean out the hair. Would recommend",0
"This is my first bluetooth earphones purchase, and so far I'm very pleased.Pairing with a device was a snap, and the sound is great for a non audiophile -- there's more bass than any plug-in headphones I own, and the earbuds -- even without using any of the included attachments -- are truly noise canceling. Standing at my desk, I'm completely immersed in writing this review and cannot hear what my family is yammering at me.Lastly, charge time is fast, and the battery life is good, though I haven't measured either other than empirically. And I've only recharged the unit a few times",1
"Amazing for the price!! Don't need to worry about losing expensive earbuds.However,their sound is great and mic is good to hear other person's speaking on phone.they stay in my ears stablely and I never fell uncomfortable.I run and walking wearing them! Happy with this purchase !",0
"I bought it for myself for music, honestly speaking, these are fantastic earphones, especially for the price. The extra tips help me find the correct size that suits me well then they will not fall out from my ears and also do no harm to my ears. Sound quality is very good also, which is of course the most important for headphones",0
"Similar to other reviews, the placement of the earbud fitting is a bit odd, since its not centered..but for me, it fits well, and the sound is very nice. Good bass, and nice trebs. I've gotten headphones that were horrible, and I'm not the type to spend megabucks for a set of headphones...Most I spent at the local Fry's store is around £20 or so, but these are among the clearest sounding ones I've had, and they fit well with my ear holes...for a lot cheaper",0
"These are the first in-ear headphones I have found that fit my small ear opening. They have 3 sizes of inserts and I needed the smallest ones. They are comfortable and stay in my ear when performing everyday activities and exercising. So happy to have found these and the sound quality is exceptional! Get these--you won't be disappointed",0
"Although I purchased these headphones based on all of the good reviews I was still very leary because they are such a good price. Well, I received them yesterday and could not wait to try them out and must say I was very impressed! The sound quality is exceptional and the fit is very comfortable! I will definitely recommend purchasing these headphones!",1
"Under £10 and sound this great? Buying this should be a no brainer! One tip - I noticed far better sound when I inserted the headphones slightly into my ear versus pushing these all the way in. The latter results in muted sound and lost clarity. I still can't believe these are just £10! I have spent far too much money on other brands like MEE Electronics, JBL, etc and have been sorely disappointed. Not with these ones!What are you waiting for ... Order it already",0
"its so small to what I imagined. Loud for its size. It is light and fits in a hoodie pocket. satisfied it",1
"Love it. Exactly what I wanted",0
"The very best speaker available, all others can't compare to this speaker! So good I'm going to order another one, so I cank link them for even more great sound",0
"These earphones are incredible. I received mine today and they work beautifully. The volume can be amplified much more than any I have ever owned. I bought the black ones. They can be very loud and they fit snug in your ears. They also come with two other pairs of those ear bud things so you can exchange it for your proper size. And they also arrived earlier than they were supposed to. Great pair. You should buy it especially for the price.",0
"These headphones are very comfortable. I think for the money they sounds great and the battery life has been great as well. I would buy them again for sure and see no need to spend more money on headphones than these",0
"I bought these to fly with as I was looking for earbuds that had decent sound with noise cancelling.I am extremely happy with this purchase.Highly recommend these",0
"Truth be told i originally bought these for my wife becasue well..... She is very hard on earbuds! I did my usual research online and found the earbuds were getting some ok to decent reviews, now that being said these are going for £10.79 on amazon as i type this. I am a Sennheiser man to the core..... that being said i gave her my 30 pound sennheiser earbuds and took these from her!!! Very HappyPros: Of Course the Price who can Say no to £10, Audio Quality is amazing i find it on-par with my £100 pound set of Sennheiser Earbuds! Also they do come with different size buds for those of us with large or small ear canalsOnly slight Con: The this brand In-Ear Headphone is not the standard straight earbud they have a slight offset to them and that is why my wife didnt like them, I personally have no issues with it.",0
"When it comes to 'bang for the buck these headphones are definitely high on the list. They sound MUCH better than some terrible Sony on-ear headphones I had purchased a few weeks ago. If you are in the market for some cheap, quality headphones, these are the ones you want. I was not used to in-ear bud earphones and for the first week or so, they weren't too comfortable, but after changing the rubber pieces to the smallest size, they now feel great",0
"Accomplishes purpose for purchasing and greatly exceeds expectations.Great sounding, durable, well attached to the ear, and keeps on working strong. I bought these headphones, looking for something for a workout and they are great. No soft parts to get wet or worn, and the sound is very good (for the price) and excellent volume and sound quality for the price. Stay on my ear well whether I'm running or lying down on a weight bench",0
"I got a set of these as a 'freebie when I bought a Sansa Clip. The Sansa has since died and I am still using these earbuds. I have owned many different earbuds, including high-end Bose and others that were not as good as these are. They are extremely comfortable and don't fall out of my ears. They sound just as good as the higher-end earbuds I have used. If these ever die, which they don't seem capable of, I will buy them again",0
"Have had pairs of bluetooth headphones and wired headphones,most of them is not well-made,so I'm looking for some quality one instead of the old headphones.Find this one is quiet a balance from sound quality and wearing comfort,beside wired headphones can deliver better sound quality than the bluetooth one.So if you don't mind the price,this will be a good choice",0
"There is no reason I shouldn't throw this into the 5 star rating. Price alone makes this worth buying. Are you getting Beats by Dr. Dre?.. no you are getting a solid unit.I bought these after I lost my travel set.First the negatives:The cord quality isn't amazing. I could see this unit fray and start to short out (as so many of my buds have done). Though I have to admit I wind these around my hand and throw them into my laptop case and the cables aren't looking too bad.The sound is OK... quiet compared to others I have tried (but notice others were more expensive than this).The good:My problems with my last headset is that the ear buds kept falling out. This unit will not have that problem, in fact getting the rubber off and on is kind of a pain... but a much better pain then losing them.The price is unbeatable for what you get.I find this comfortable (again compared to similar models).You looking for a headset that works, is worth the money then you want this unit",0
"I've had 5 of these and they are the best headphones for the price. Clear sound and an inline mic make it highly functional for those who love music and want to contact those on the go. Some reviewers said that one side of their earbud crapped out after a couple of weeks. This only happened to me when I accidentally put it in the washing machine. So don't be an idiot like me and damage your earphones. I put mine in a case storage so I don't damage them and even if I do I'm only set back a Hamilton",0
"These are probably the best headphones you can get for the money, period. its the biggest bang for your buck for sure. At roughly £10, these are way underpriced for the performance they can put on. They are very comfortable, are designed well, and sound fantastic.I was looking for 2 pairs of throwaway headphones - one to leave by my bed, and one to carry around. I tend to lose headphones often, so I wasn't looking to spend much. Based on the great reviews, I went for these. The reviews were spot on. I got much more than I could have expected from a cheap pair of headphones. I would recommend these to anyone!",0
"Great product. Very easy to set up and use and seems to be very accurate so far in counting steps and tracking sleep. Lightweight and comfortable to wear - I forget I have it on",0
"This little guy is amazing. Was blown away by how loud it was and the quality of the sound it puts out. I was using an older Jam for work and beach vacations, but I'm stoked that I'll be bringing this guy on my next trip. We'll see how it holds up in that environment. I had this at work with me yesterday and its loud and clear. Bass is pretty good also for what it is.....just remember its not a sub. For the cost, you can't co wrong",0
"Headphones work great, good sound, easy to pair, and come with a bunch of tips so you can choose what works best. Seller (7desk) checked in after receiving product. I had a small problem with the foam tips and mentioned this in reply to sellers email. Even though I wasn't expecting them to do anything about it, they were able to provide a fix to the issue quickly. Product and customer service exceeded expectations. I wish every seller on Amazon was like 7desk",1
"I used to go through a pair of earbuds about every 2 to 3 weeks. They always end up getting crushed by books, my laptop, or me stepping on them; but not these. These are easily the most durable earbuds I have ever owned. I'm going on 3 months with these things, and i'm still so pleasantly surprised with this product. If you have the same problem I did, get these and you will not regret it",0
"This speaker is amazing. Its larger size than I expected. Clear sound with bass. The battery life is amazing. I can select the color style I like, about 7 color styles. Of course I can turn off the LED lights. Absolutely worth $59.99",0
"This small product works just like a bigger one. It looks and sounds great. Great for teens and can be carried wherever they go. Make a great gift or stocking stuffer. Would recommend it to others",0
"Oh my, you wouldn't believe this! I have been using this earbug for over a month already and it still works great! No damages, no error, no sound different...nothing! Just great as it was new! I love this. I already recommended this to my sister and she likes it too. Great price for a great quality product!I always wanted a great sound earbuds for long, but they are all too expensive and I don't think it worth that much.So when I see this one with over 10 thousands reviews saying this is awesome...I have to try it!And yes, I LOVE IT! Like others!This product has a really great sound and a really cheap price! It also fits into my ears SO WELL!!! That's the most amazing part about this, it really won't fell out like other earbuds.But on'y one downside is that the string is easy to mash together and you need 2 minutes to fix it.. Well, I am thinking to buy a case for it so it won't be like that too bad.Also, if I lost it, I will still get this one again NO DOUBT. Great sound, great in-ear design, and great price! Where can you find it?Afterall, this is the first earbuds that I think is worth the price and really great condition!!! You gotta believe all the good reviews I guess",0
"I have to say these earbuds are the best I've had yet! And the prices was unbeatable! I run and these things stay snugly in my ears and are comfortable as well! The sound is a bit low but I got use to it and it does drown out most outside noise. Will absolutely buy again! Can't beat what you get for the price",0
"-The sound quality is good for the price -sturdy earphones and does not look as if it can be broken easily -It can reduce surrounding noise,even when played at high volumes it cannot be heard by those around you.,0I've had these earbuds for a few months now and I love them so much. For less than £15, these actually sound good enough for me to write a five-stars review. I watch a movie or listen to music in bed and fall asleep with these in my ears, they are not uncomfortable. Want to buy another set for my wife. Highly recommend!",0
"Read the reviews and decided to try these out. I didn't need them and have 4 other sets of cheapo earbuds. I've been blown away by these ones.The sound quality seems to be good. I'm no audiophile and months of riding motorcycles/snowmobiles, playing in a band, etc have made me less picky about hearing the nuances of my music. That said, these seem to deliver stronger, thumpier (not like headshaking but a nice solid sound) bass than the Gummy earbuds and the iFrogz (cheapest set they make) I purchased a few months ago. The highs on the iFrogz seem to be about the same.The biggest thing I've noticed with these headphones is that the cord is way quieter than on any of the other cheap earbuds I've tried. I wore these snowmobiling and was blown away by the lack of staticy scrunching noises from brushing against my shirt/jacket liner. I personally like the 90* connector, it lets me route the cord around my kindle case then close the case so I can toss it in my backpack while riding and not have to worry as much about it getting smashed up and have tunes in the snow.I've recommended these particular earbuds to 2 friends now and will continue to do so until I find something better",0
"These in-ear earbuds truly are the best ones that exist on this planet, at this price range. No they are not the best ones that exist, but are absolutely incredible for the low price. They actually sound very good and are quite comfortable. Comfort is a huge factor with earbuds, not only sound quality. They will sound really awful if you do not have the right fit though. They come with 3 different size covers, so make sure you try all 3, in both ears, to find the best fit. If you do not get the right fit then you will not get the great sound that can be achieved with these. Yes, I said try all 3 different sizes in BOTH of your ears. Your left and right ear canal MAY actually be shaped differently. I was aware of this and I went back and forth with all three sizes to find the best fit, and best sound for me, when I first opened them. The largest size is what works best for me. These are quite amazing. If I was to point out the biggest downside of these earbuds I would have to say the isolation is a little lacking. If you don't know what that is then you probably don't really care. Bottom-line is that you should own at least one pair of these, even if you have really awesome expensive ones. These are cheap and sound amazing. Very satisfied with my purchase!",0
"Great sounding earbuds. Very comfortable to wear.The sound quality for ear buds is exceptional.They're a great producer for the price.Came As Listed",0
"Stays in snug, maintains good sound quality, and does so cheaply. The little fittings are unusual in that they are oblong, but this works really well for the product. As with any headphones that use the thicker rubber earpieces, they can cause a little irritation after a while if you're not used to wearing them.I bought three of these instead of shelling out the money to buy a pair of lesser-quality headphones with better marketing.",0
"Lots but simple to say:1.The package is tidy and nice, of course the shipping speed is fast, ordered it on Tuesday, received on the Wednesday!2.Come with two pairs of extra ear tips in different size, the small ones suits me well, feel comfortable in this size.3.Bass included! and sound is clear!4.Everything seems good of it except for the price, it is a bit expensive to me, but it is really a awesome headphones.",0
"These sound awesome, especially for the price. The sound is very clean, though the bass is a little weak. I bought a pair of the Amazon Basics In-Ear Headphones at the same time to compare. The Amazon Basics Headphones are good, but the sound is not nearly as clean as these. The bass in the Amazon Basics headphones is much better, but the sound is a bit grainy and distorted in my opinion. The headphones are comfortable, and the shape of the ear buds Nice indicate which ear they go in, with out having to look at the R/L letter, a nice touch if you're putting them on in the dark. The quality of the materials these are made with feels good, but the Amazon Basics feel a bit better. However, I purchased a pair of these two months ago which still work today. I bought these because one of my kids took my old pair to use. Finally, beware of the packaging, they are hard to get into and the extra ear cushions (Small/Large) will go flying. I would buy these again",0
"Some maniac wrote a very technical review for these, and how great they were.... I appreciate the opinion of that maniacal variety and so I bought em! its true.... I dont appreciate all the sound techie stuff I'm sure.....but they are way better than the ones Ive been using....and they fit great and stay in, which is a huge plus for me... It is also true that they are very insulating or whatever it is that makes it dangerous to use while running, since you can't hear outside noise at all! So I do use just one ear when I'm running in traffic lest I get ran over to Bon Jovi's greatest hits! Great price too! Yay",0
"Easy to link. Good volume and clear sound. Good battery life.",0
"I was skeptical as to if they would be as good as the bit more expensive black/white ones I had purchased. They are awesome. I am going to purchase a few more pairs of the green ones (because they are the cheapest) to have at work, and as a backup pair or just to use for something if I cant find my main pair. They block out sound pretty well and have good bass. MXditect is on point with their ear buds",0
"comfortable, light-weight and great sound",1
"These headphones are a fantastic value for the money. I am not an audio expert, but I do use these headphones every day, and they always deliver the same clear sound and good bass day in and day out. What is particularly good about these headphones is the design of the earpiece. I have tried several different kinds of in-ear headphones, and these are the ones that fit the best (I have small ears and this makes it difficult to find a pair that stays in my ear). Only one drawback to these headphones - they don't have a slider on the cord, but I just loop the extra one over my ear when I want to listen to only one headphone.",0
"I have had these for 3 months. They have withstood all sorts of abuse, and sound as good as the day I got them! Which is pretty good!- Good sound quality. Good bass.- They stay securely in my ears. They are also very comfortable. Other earbuds fall out and/or hurt, I can wear these for hours with ease.- They block just enough outside noise that you can listen to your music in peace, but they aren't absolutely noise canceling so you are able to have some awareness of your surroundings.- I have sweated all over these, even washed them, with no damage to them!These are by far the best earbuds I have ever used.",0
"Very happy with the item, it is as described and quiet a good quality. Sound output is also good for the price. Mic also works well with Bluetooth connectivity to phone, pairing was also super easy",1
